tbins,-270.55,-266.95,-262.45,-257.1,-253.3,-251.9,-251.3,-250.05,-248.15,-246.15,-244.5,-242.85,-238.5,-233.25,-229.75,-224.75,-218.55,-213.8,-210.25,-204.9,-199.8,-196.7,-192.95,-188.75,-184.7,-180.55
111,0,0.293795746,0.068081043,0.500562645,0.294420017,0,0,0,0.171140506,0.574941442,1.449031334,0.152609546,0.13803186,0,0,0,0,0,0,0,0,0,0,0,0,0.081338982
115,9.403047207,8.898560432,4.533163817,12.82494775,13.09358828,27.60670656,58.15235165,63.85284281,52.76773236,31.12526271,53.63559388,40.7518836,41.28707439,19.61031159,24.81578621,37.89985664,20.72567504,35.21617378,12.15504379,17.58480277,24.83409837,27.80468227,26.18274447,29.89067092,21.87002778,37.36351437
261,0.706852052,0.897745123,1.030856316,0.89815941,0.099642149,0.339102362,0,0.416479055,0.578978708,2.715033655,1.4484991,4.630628581,4.423311501,6.503690008,8.07353751,5.854366629,11.70045171,5.398526912,8.980751846,8.034488823,3.786108875,3.388875834,3.947279965,2.532396722,5.384618682,1.392694893
266,0,0,0,0,0,0,0,0,0,0.392553847,0,0.958419972,1.231716232,1.532286458,1.503570485,1.706241302,4.889807163,3.160573096,3.814750451,3.747400804,2.335588506,1.195318538,2.910679629,1.599053953,1.426771141,0.902517046
311,0.344157312,0.228936545,0.342114695,0.427222583,0.459200546,0.291237538,0,0.219909661,0,0,0,0,0,0.133081924,0.181548064,0,0.190846988,0,0,0,1.073634146,1.19212876,0.960240027,1.615935461,1.226767711,0.777555166
312,1.423966806,0.974032688,0.957448056,0.706761909,0.389806094,0,0,0,0,0,0,0.087457858,0,0.131030365,0,0,0,0,0,0,0,0,0,0,0,0.046029376
315,0.488480797,0.520922954,0.219966371,0.810664046,1.006822688,4.826772435,5.44109298,8.827093351,3.56426046,3.273093041,0.967698233,5.633936962,6.760009687,3.007875292,3.529225936,3.010841839,1.336990504,5.181454171,2.234839677,3.97013318,4.003883567,6.516028429,0.768316244,0.275816558,1.027235786,2.162768098
321,0.752320577,1.978547169,1.942386939,3.77199756,5.730675329,4.561132457,0.451571211,0.098923642,0.337504231,0.337917374,0,0.089086651,0,0.638967307,0.618468965,0,0,0,0.217101856,0.287293472,0,0,0,0,0,0.347889321
322,2.238883065,3.234910312,5.130825923,7.202640599,10.06096652,16.10106073,5.707169412,1.129052505,7.07675874,7.228927127,13.52150225,3.297199913,3.996855692,3.702441914,6.123178949,1.626824759,1.772453914,1.962644247,3.753291385,5.069848778,6.699234552,4.658528293,5.676676565,6.84012274,8.160448529,9.716398665
